resp,min99ci,max99ci,min99ci_per,max99ci_per
bio,-0.8667368507875335,0.3838002722354495,-57.96791163782518,46.78522415559647
den,-0.9835514513415158,-0.34759213290058916,-62.601943619039105,-29.36130705453502
